index,Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Dividends,Stock Splits,P/E Ratio,Market Cap,Price/Sales Ratio,Price/Book Ratio,Dividend Yield,Daily Return,20-Day MA
28,2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.67145538330078,113730400,AAPL,0.0,0.0,,,,,,,
29,2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.10411071777344,94747600,AAPL,0.0,0.0,,,,,,,
30,2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.12358856201172,80113600,AAPL,0.0,0.0,,,,,,,
31,2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.67478942871094,152531200,AAPL,0.0,0.0,,,,,,,
32,2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.79973602294922,93984000,AAPL,0.0,0.0,,,,,,,
33,2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.99134063720703,100566000,AAPL,0.0,0.0,,,,,,,
34,2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.22599029541016,129554000,AAPL,0.0,0.0,,,,,,,
35,2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.605224609375,222195200,AAPL,0.0,0.0,,,,,,,
36,2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.14596557617188,230673600,AAPL,0.0,0.0,,,,,,,
37,2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.25870513916016,198054800,AAPL,0.0,0.0,,,,,,,
38,2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.60066223144531,320605600,AAPL,0.0,0.0,,,,,,,
39,2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.56169891357422,426510000,AAPL,0.0,0.0,,,,,,,
40,2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.7586441040039,341397200,AAPL,0.0,0.0,,,,,,,
41,2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.44786834716797,319475600,AAPL,0.0,0.0,,,,,,,
42,2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.71556854248047,219178400,AAPL,0.0,0.0,,,,,,,
43,2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.324462890625,187572800,AAPL,0.0,0.0,,,,,,,
44,2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.37724304199219,226176800,AAPL,0.0,0.0,,,,,,,
45,2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.81098175048828,286744800,AAPL,0.0,0.0,,,,,,,
46,2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.478759765625,285290000,AAPL,0.0,0.0,,,,,,,
47,2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.06571960449219,255598800,AAPL,0.0,0.0,,,,,,,
48,2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.442665100097656,418474000,AAPL,0.0,0.0,,,,,,,
49,2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.68421173095703,370732000,AAPL,0.0,0.0,,,,,,,
50,2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.976844787597656,322423600,AAPL,0.0,0.0,,,,,,,
51,2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.570064544677734,324056000,AAPL,0.0,0.0,,,,,,,
52,2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.06282424926758,300233600,AAPL,0.0,0.0,,,,,,,
53,2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.60261535644531,271857200,AAPL,0.0,0.0,,,,,,,
54,2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.81871032714844,401693200,AAPL,0.0,0.0,,,,,,,
55,2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.63289260864258,336752800,AAPL,0.0,0.0,,,,,,,
56,2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.11396026611328,287531200,AAPL,0.0,0.0,,,,,,,
57,2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.782806396484375,303602000,AAPL,0.0,0.0,,,,,,,
58,2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.92876052856445,252087200,AAPL,0.0,0.0,,,,,,,
59,2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.3233642578125,204216800,AAPL,0.0,0.0,,,,,,,
60,2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.04487228393555,167976400,AAPL,0.0,0.0,,,,,,,
61,2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.91825485229492,197002000,AAPL,0.0,0.0,,,,,,,
62,2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.660301208496094,176218400,AAPL,0.0,0.0,,,,,,,
63,2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.63914489746094,165934000,AAPL,0.0,0.0,,,,,,,
64,2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.78204345703125,129880000,AAPL,0.0,0.0,,,,,,,
65,2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.910030364990234,201820400,AAPL,0.0,0.0,,,,,,,
66,2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.1698112487793,202887200,AAPL,0.0,0.0,,,,,,,
67,2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.78661346435547,168895200,AAPL,0.0,0.0,,,,,,,
68,2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.25413513183594,161834800,AAPL,0.0,0.0,,,,,,,
69,2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.53491973876953,131022800,AAPL,0.0,0.0,,,,,,,
70,2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.8951416015625,194994800,AAPL,0.0,0.0,,,,,,,
71,2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.25719451904297,131154400,AAPL,0.0,0.0,,,,,,,
72,2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.8074951171875,157125200,AAPL,0.0,0.0,,,,,,,
73,2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.86028289794922,215250000,AAPL,0.0,0.0,,,,,,,
74,2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.43097686767578,130015200,AAPL,0.0,0.0,,,,,,,
75,2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.3466567993164,180991600,AAPL,0.0,0.0,,,,,,,
76,2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.22888946533203,116862400,AAPL,0.0,0.0,,,,,,,
77,2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.96833801269531,124814400,AAPL,0.0,0.0,,,,,,,
78,2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.90168762207031,126161200,AAPL,0.0,0.0,,,,,,,
79,2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.95038604736328,117087600,AAPL,0.0,0.0,,,,,,,
80,2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.83274841308594,112004800,AAPL,0.0,0.0,,,,,,,
81,2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.06071472167969,137280800,AAPL,0.0,0.0,,,,,,,
82,2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.5387191772461,183064000,AAPL,0.0,0.0,,,,,,,
83,2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.38700103759766,240616800,AAPL,0.0,0.0,,,,,,,
84,2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.38288879394531,133568000,AAPL,0.0,0.0,,,,,,,
85,2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.45426177978516,147751200,AAPL,0.0,0.0,,,,,,,
86,2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.20179748535156,142333600,AAPL,0.0,0.0,,,,,,,
87,2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.95907592773438,115215200,AAPL,0.0,0.0,,,,,,,
88,2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.71942901611328,133838400,AAPL,0.0,0.0,,,,,,,
89,2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.91088104248047,145946400,AAPL,0.0,0.0,,,,,,,
90,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.03192901611328,162301200,AAPL,0.0,0.0,,,,,,,
91,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.11390686035156,200622400,AAPL,0.0,0.0,,,,,,,
92,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.57537841796875,158929200,AAPL,0.0,0.0,,,,,,,
93,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.12857055664062,166348400,AAPL,0.0,0.0,,,,,,,
94,2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.898681640625,135178400,AAPL,0.0,0.0,,,,,,,
95,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.45430755615234,101729600,AAPL,0.0,0.0,,,,,,,
96,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.94121551513672,111504800,AAPL,0.0,0.0,,,,,,,
97,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.36012268066406,102688800,AAPL,0.0,0.0,,,,,,,
98,2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.85820007324219,81803200,AAPL,0.0,0.0,,,,,,,
99,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.3308334350586,125522000,AAPL,0.0,0.0,,,,,,,
100,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.66775512695312,112945200,AAPL,0.0,0.0,,,,,,,
101,2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.7019271850586,133560800,AAPL,0.0,0.0,,,,,,,
102,2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.62625122070312,153532400,AAPL,0.0,0.0,,,,,,,
103,2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.58089447021484,80791200,AAPL,0.0,0.0,,,,,,,
104,2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,78.9446792602539,87642800,AAPL,0.0,0.0,,,,,,,
105,2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.37928771972656,104491200,AAPL,0.0,0.0,,,,,,,
106,2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.69564819335938,87560400,AAPL,0.0,0.0,,,,,,,
107,2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,80.93697357177734,137250400,AAPL,0.0,0.0,,,,,,,
108,2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.41553497314453,95654400,AAPL,0.0,0.0,,,,,,,
109,2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,83.9864501953125,147712400,AAPL,0.0,0.0,,,,,,,
110,2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.14722442626953,166651600,AAPL,0.0,0.0,,,,,,,
111,2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.01124572753906,201662400,AAPL,0.0,0.0,,,,,,,
112,2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.71929168701172,200146000,AAPL,0.0,0.0,,,,,,,
113,2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.74229431152344,138808800,AAPL,0.0,0.0,,,,,,,
114,2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,85.96167755126953,165428800,AAPL,0.0,0.0,,,,,,,
115,2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.84203338623047,114406400,AAPL,0.0,0.0,,,,,,,
116,2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.87620544433594,96820400,AAPL,0.0,0.0,,,,,,,
117,2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.38548278808594,264476000,AAPL,0.0,0.0,,,,,,,
118,2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.61946868896484,135445200,AAPL,0.0,0.0,,,,,,,
119,2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.48968505859375,212155600,AAPL,0.0,0.0,,,,,,,
120,2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,87.91000366210938,192623200,AAPL,0.0,0.0,,,,,,,
121,2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.07707214355469,137522400,AAPL,0.0,0.0,,,,,,,
122,2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.3401107788086,205256800,AAPL,0.0,0.0,,,,,,,
123,2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.32994842529297,130646000,AAPL,0.0,0.0,,,,,,,
124,2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.06729888916016,140223200,AAPL,0.0,0.0,,,,,,,
125,2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.89884185791016,110737200,AAPL,0.0,0.0,,,,,,,
126,2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,88.89884185791016,114041600,AAPL,0.0,0.0,,,,,,,
127,2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.27689361572266,118655600,AAPL,0.0,0.0,,,,,,,
128,2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,90.99366760253906,112424400,AAPL,0.0,0.0,,,,,,,
129,2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.11292266845703,117092000,AAPL,0.0,0.0,,,,,,,
130,2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.51334381103516,125642800,AAPL,0.0,0.0,,,,,,,
131,2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.67691040039062,90257200,AAPL,0.0,0.0,,,,,,,
132,2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.2447738647461,191649200,AAPL,0.0,0.0,,,,,,,
133,2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.78782653808594,170989200,AAPL,0.0,0.0,,,,,,,
134,2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.43970489501953,153198000,AAPL,0.0,0.0,,,,,,,
135,2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.26535034179688,110577600,AAPL,0.0,0.0,,,,,,,
136,2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.07489776611328,92186800,AAPL,0.0,0.0,,,,,,,
137,2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.05742645263672,90318000,AAPL,0.0,0.0,,,,,,,
138,2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.73167419433594,103433200,AAPL,0.0,0.0,,,,,,,
139,2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,94.99778747558594,89001600,AAPL,0.0,0.0,,,,,,,
140,2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.6738510131836,197004400,AAPL,0.0,0.0,,,,,,,
141,2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.4491958618164,185438800,AAPL,0.0,0.0,,,,,,,
142,2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.5928726196289,121214000,AAPL,0.0,0.0,,,,,,,
143,2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.07179260253906,103625600,AAPL,0.0,0.0,,,,,,,
144,2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.81751251220703,90329200,AAPL,0.0,0.0,,,,,,,
145,2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.94061279296875,158130000,AAPL,0.0,0.0,,,,,,,
146,2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.7751235961914,374336800,AAPL,0.0,0.0,,,,,,,
147,2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.39000701904297,308151200,AAPL,0.0,0.0,,,,,,,
148,2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.10050201416016,173071600,AAPL,0.0,0.0,,,,,,,
149,2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.48870086669922,121776800,AAPL,0.0,0.0,,,,,,,
150,2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.23890686035156,202428800,AAPL,0.0,0.0,,,,,,,
151,2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.70980072021484,198045600,AAPL,0.0,0.0,,,,,,,
152,2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.28987884521484,212403600,AAPL,0.0,0.0,,,,,,,
153,2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.00987243652344,187902400,AAPL,0.0,0.0,,,,,,,
154,2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.56627655029297,165598000,AAPL,0.0,0.0,,,,,,,
155,2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.52301788330078,210082000,AAPL,0.0,0.0,,,,,,,
156,2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.42273712158203,165565200,AAPL,0.0,0.0,,,,,,,
157,2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.12921905517578,119561600,AAPL,0.0,0.0,,,,,,,
158,2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.06358337402344,105633600,AAPL,0.0,0.0,,,,,,,
159,2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.20543670654297,145538000,AAPL,0.0,0.0,,,,,,,
160,2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.71742248535156,126907200,AAPL,0.0,0.0,,,,,,,
161,2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.68063354492188,338054800,AAPL,0.0,0.0,,,,,,,
162,2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,123.13595581054688,345937600,AAPL,0.0,0.0,,,,,,,
163,2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,122.12578582763672,211495600,AAPL,0.0,0.0,,,,,,,
164,2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.78657531738281,163022400,AAPL,0.0,0.0,,,,,,,
165,2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.3067855834961,155552400,AAPL,0.0,0.0,,,,,,,
166,2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,122.1086654663086,187630000,AAPL,0.0,0.0,,,,,,,
167,2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,126.24964904785156,225702700,AAPL,0.0,0.0,,,,,,,
168,2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,131.27847290039062,151948100,AAPL,0.0,0.0,,,,,,,
169,2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,128.55860900878906,200119000,AAPL,0.0,0.0,,,,,,,
170,2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,118.26608276367188,257599600,AAPL,0.0,0.0,,,,,,,
171,2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,118.3443603515625,332607200,AAPL,0.0,0.0,,,,,,,
172,2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,110.38038635253906,231366600,AAPL,0.0,0.0,,,,,,,
173,2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.78307342529297,176940500,AAPL,0.0,0.0,,,,,,,
174,2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,111.035888671875,182274400,AAPL,0.0,0.0,,,,,,,
175,2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,109.57810974121094,180860300,AAPL,0.0,0.0,,,,,,,
176,2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,112.8654556274414,140150100,AAPL,0.0,0.0,,,,,,,
177,2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,113.04157257080078,184642000,AAPL,0.0,0.0,,,,,,,
178,2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,109.70529174804688,154679000,AAPL,0.0,0.0,,,,,,,
179,2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,107.9539794921875,178011000,AAPL,0.0,0.0,,,,,,,
180,2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,104.52970123291016,287104900,AAPL,0.0,0.0,,,,,,,
181,2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,107.69963073730469,195713800,AAPL,0.0,0.0,,,,,,,
182,2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,109.39220428466797,183055400,AAPL,0.0,0.0,,,,,,,
183,2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.80363464355469,150718700,AAPL,0.0,0.0,,,,,,,
184,2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,105.8798599243164,167743300,AAPL,0.0,0.0,,,,,,,
185,2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,109.85206604003906,149981400,AAPL,0.0,0.0,,,,,,,
186,2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,112.47411346435547,137672400,AAPL,0.0,0.0,,,,,,,
187,2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,111.6229019165039,99382200,AAPL,0.0,0.0,,,,,,,
188,2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,113.30572509765625,142675200,AAPL,0.0,0.0,,,,,,,
189,2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,114.2645263671875,116120400,AAPL,0.0,0.0,,,,,,,
190,2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,110.57605743408203,144712000,AAPL,0.0,0.0,,,,,,,
191,2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,113.98078918457031,106243800,AAPL,0.0,0.0,,,,,,,
192,2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,110.7130355834961,161498200,AAPL,0.0,0.0,,,,,,,
